41.324124,-74.543313
40.654829,-74.305974
29.770633,-95.414819
40.299355,-74.614868
44.066869,-69.547937
37.416667,-122.166667
39.735632,-75.547657
39.684577,-75.735242
38.855021,-76.939108
38.855021,-76.939108
42.147148,-77.056466
42.180601,-76.841295
42.147148,-77.056466
,
,
,
41.64704,-87.62067
39.002477,-77.300045
42.274234,-83.730952
41.709084,-71.386673
42.287156,-71.352308
42.411936,-71.176546
43.8,-79.416667
43.666667,-79.416667
43.783333,-79.266667
43.666667,-79.416667
43.666667,-79.416667
48.783333,2.316667
42.63329,-71.384253
46.280405,-119.290503
42.423884,-71.314205
49.516667,-1.283333
49.0,2.283333
48.95,2.516667
48.866667,2.433333
60.516667,16.7
59.65,18.216667
59.65,18.216667
,
35.291667,139.585556
35.655833,139.323889
42.453933,-71.278811
42.128675,-71.536023
40.11594,-75.37374
40.442831,-75.354501
40.515752,-75.396205
40.283914,-75.196735
47.855245,-122.221023
48.15,11.583333
48.733333,10.766667
39.722021,-75.221337
42.213831,-70.932791
41.294884,-73.762148
41.231606,-73.690681
45.05,7.666667
39.52896,-84.29742
47.283333,11.6
39.484738,-84.383452
39.484738,-84.383452
41.83887,-71.323757
40.816389,-73.6375
25.046413,121.51747
40.008345,-75.010068
39.684577,-75.735242
39.684577,-75.735242
48.683333,9.2
41.472721,-73.220013
41.472721,-73.220013
41.472721,-73.220013
32.505253,-93.741197
34.001758,-118.394799
34.085581,-117.970122
34.085014,-117.96983
42.916475,-73.901761
42.856481,-73.956093
42.856481,-73.956093
32.65,130.583333
32.65,130.583333
32.65,130.583333
44.981963,-93.26551
44.919109,-92.941297
48.05,11.633333
35.963275,-84.298102
34.716667,135.333333
35.95,137.266667
26.921814,-80.215886
26.025865,-80.243456
34.237131,-118.481042
50.966667,12.766667
48.15,11.583333
44.056766,-70.719822
41.087432,-81.515568
50.933333,10.266667
50.933333,10.266667
50.933333,10.266667
42.004425,-74.261329
26.121148,-80.139899
36.729928,-108.152321
40.780517,-73.478813
47.8,13.033333
31.769906,-106.428276
41.151963,-73.496253
33.116667,130.433333
35.783333,139.9
40.8771,-73.61142
34.8,135.0
34.8,135.0
34.8,135.0
34.8,135.0
34.8,135.0
43.224428,-88.145134
50.933333,10.266667
50.933333,10.266667
50.933333,10.266667
46.466667,6.9
50.316667,8.466667
38.553713,-76.094747
41.265996,-96.010026
41.29974,-72.39036
39.976602,-82.856827
41.84182,-87.95104
41.702277,-87.82835
41.64704,-87.62067
33.466987,-111.914908
42.448372,-71.233754
42.147148,-77.056466
42.180601,-76.841295
40.041872,-76.30012
40.095709,-76.185401
40.041872,-76.30012
33.453421,-112.070376
43.75,-79.2
50.283333,4.05
48.216667,3.0
36.529122,-82.556123
45.866667,9.0
40.91802,-74.42586
39.908406,-75.085817
39.954445,-75.074257
39.908406,-75.085817
32.333611,34.857778
48.066667,11.683333
48.85,11.866667
45.083333,7.383333
45.133333,7.366667
45.133333,7.366667
45.133333,7.366667
45.133333,7.366667
40.73726,-74.329009
33.890737,-84.28763
33.453421,-112.070376
39.214084,-123.70535
34.154211,-119.187956
53.033333,8.75
53.033333,8.75
53.033333,8.75
51.516667,7.05
51.516667,7.05
50.770833,6.105278
38.855021,-76.939108
43.733333,-79.333333
44.15,-79.866667
40.795028,-72.869264
42.856481,-73.956093
40.806978,-81.956817
40.806978,-81.956817
39.976602,-82.856827
42.448372,-71.233754
34.648854,-118.219319
37.86997,-122.296314
42.365885,-71.301028
37.540976,-77.425624
48.2,12.766667
48.233333,12.7
48.166667,12.833333
48.3,11.866667
48.25,12.85
40.708181,-74.003846
39.976602,-82.856827
41.534511,-71.441185
32.656547,-116.95907
33.713991,-117.928354
44.827962,-93.378236
44.981963,-93.26551
38.340605,-82.518153
40.883166,-85.495183
42.145843,-76.947025
42.147148,-77.056466
37.868252,-122.258486
41.966667,12.666667
42.066667,12.766667
41.966667,12.666667
41.966667,12.666667
41.966667,12.666667
33.453421,-112.070376
33.453421,-112.070376
47.233333,8.7
39.976602,-82.856827
44.956944,-0.530556
,
33.453421,-112.070376
34.303046,-118.42194
40.345441,-74.655866
48.15,11.583333
35.933333,139.55
36.75,137.316667
33.767496,-118.187712
34.203774,-118.191187
33.924064,-118.145732
33.766667,-118.366667
33.825599,-118.328416
33.874322,-118.39546
38.994472,-77.025419
41.631065,-83.618751
41.077148,-73.857479
41.173209,-73.76922
49.55,11.583333
42.603554,-83.056445
40.442411,-79.996664
48.05,11.633333
32.980136,-117.082337
42.544872,-83.208462
42.418809,-83.104982
42.58956,-83.26536
42.248536,-83.586753
39.566667,2.65
33.453421,-112.070376
47.62002,-122.204989
47.649774,-122.398314
47.233333,8.7
41.159227,-81.233714
41.391979,-82.019396
41.505351,-81.693427
33.55512,-117.666532
33.55512,-117.666532
,
51.431667,-2.66
51.45,5.466667
48.85,2.433333
34.263508,-118.526054
47.62002,-122.204989
47.62002,-122.204989
51.45,5.466667
42.725298,-87.808915
42.725298,-87.808915
47.62002,-122.204989
48.8,2.183333
45.366667,-73.55
45.45,-73.483333
52.766667,9.05
51.45,7.566667
41.038894,-73.556427
49.056944,9.244444
,
40.442411,-79.996664
40.678984,-74.432692
-27.35,152.083333
-37.883333,145.133333
34.866667,135.416667
35.6,135.1
35.95,137.266667
34.783333,135.466667
44.947848,-90.563733
39.591335,-104.876947
38.733525,-77.003006
38.733525,-77.003006
33.95024,-83.98441
34.68468,-86.79204
31.033333,34.566667
35.933333,139.55
34.666667,135.583333
34.95,133.9
42.112676,-71.870984
45.616667,-74.6
42.535438,-73.70907
48.233333,12.7
48.133333,11.366667
34.085014,-117.96983
39.286141,-106.979196
40.759714,-75.008161
39.964657,-76.729258
46.483333,4.616667
50.316667,4.433333
33.871269,-118.371584
35.685,139.751389
35.742222,136.1
42.640408,-83.290741
42.365885,-71.301028
33.713991,-117.928354
40.26594,-74.69586
39.196623,-77.335092
45.7,-73.783333
43.55,6.933333
43.55,6.933333
37.353924,-122.085935
37.448337,-122.268736
37.456184,-122.204497
31.033333,34.566667
33.453421,-112.070376
39.608071,-105.332386
37.322857,-122.052958
40.442411,-79.996664
44.3,8.266667
44.981963,-93.26551
44.981963,-93.26551
52.416667,-1.783333
37.879005,-122.177633
38.857622,-77.053083
44.216569,-95.757821
44.32434,-123.31914
41.83887,-71.323757
41.744068,-71.315024
41.822715,-71.42064
50.116667,8.683333
50.116667,8.683333
50.116667,8.683333
50.083333,8.45
50.770833,6.105278
53.65,12.8
41.5677,-88.2106
-33.883333,151.216667
40.416807,-75.118504
42.979988,-77.424394
44.41919,-88.104737
38.953479,-94.549666
44.259083,-72.580549
34.489743,-120.039532
40.636817,-74.452093
40.733044,-74.403459
48.15,11.583333
31.769906,-106.428276
31.769906,-106.428276
31.769906,-106.428276
26.121148,-80.139899
43.766667,142.366667
42.477355,-71.446686
42.477355,-71.446686
42.452923,-71.146003
42.860306,-71.608545
40.965847,-73.845926
40.679031,-73.534402
39.29778,-76.608993
49.685278,8.4075
49.635556,8.359722
49.537222,8.355
49.481111,8.435278
34.215746,-119.179322
53.433333,13.816667
50.2,9.183333
49.833333,9.95
50.183333,8.916667
35.313941,-106.444467
39.002607,-77.093732
33.254994,-111.833255
41.191157,-73.138012
35.65,139.65
40.636817,-74.452093
42.88728,-88.00956
48.233333,12.7
48.1,11.8
39.594031,-105.009802
52.516667,13.4
40.129527,-75.060892
34.053275,-118.534568
34.053275,-118.534568
39.976602,-82.856827
36.06165,-95.923301
31.947125,-102.171522
32.630065,-103.334409
40.619819,-74.375205
31.033333,34.566667
33.78683,-117.79341
41.159227,-81.233714
41.391979,-82.019396
41.505351,-81.693427
37.416667,-122.166667
37.448337,-122.268736
40.869083,-73.4093
32.011389,34.772222
31.033333,34.566667
-33.866667,151.183333
-33.816667,151.183333
-33.7,151.1
-33.883333,151.233333
42.58956,-83.26536
42.544872,-83.208462
34.109919,-118.125578
34.227961,-118.246396
34.227961,-118.246396
42.658742,-70.618711
42.742325,-111.887397
42.332052,-71.207484
30.061153,-99.156092
29.42543,-98.486926
42.458873,-83.346843
-31.933333,115.8
39.735632,-75.547657
39.684577,-75.735242
39.735632,-75.547657
39.735632,-75.547657
41.501296,-83.738531
41.631065,-83.618751
41.553911,-83.626056
39.366667,16.4
41.265996,-96.010026
48.866667,2.333333
48.866667,2.333333
48.866667,2.333333
48.866667,2.333333
40.23846,-74.71746
40.245694,-74.942426
40.26594,-74.69586
32.215483,-110.970828
35.785409,-78.779645
38.733525,-77.003006
38.733525,-77.003006
40.563547,-111.859471
44.733333,-1.1
48.633333,2.233333
50.1,3.316667
39.735632,-75.547657
43.601347,-84.206759
43.601347,-84.206759
34.648854,-118.219319
37.959899,-122.504023
-31.766667,-68.85
37.16829,-94.314586
39.835136,-75.448632
33.428352,-111.932123
33.466987,-111.914908
40.593164,-74.619513
40.725322,-74.265292
40.700446,-74.405937
40.345441,-74.655866
40.040231,-79.323715
32.16153,-80.752119
31.033333,34.566667
31.033333,34.566667
38.93368,-77.184391
38.828264,-77.212338
47.301949,-122.358826
47.649774,-122.398314
33.449945,-88.820003
33.449945,-88.820003
64.84297,-147.724179
42.532103,-83.773187
39.638203,-84.16746
40.708181,-74.003846
43.3,5.4
34.683333,135.833333
34.683333,135.833333
31.033333,34.566667
34.388619,-84.096464
32.215483,-110.970828
41.316416,-72.695683
33.620985,-117.93211
33.620985,-117.93211
33.893354,-117.931038
47.233333,8.7
38.88759,-77.441421
45.883333,-0.5
39.684577,-75.735242
38.1792,-89.9796
38.1792,-89.9796
38.1792,-89.9796
38.1792,-89.9796
33.874322,-118.39546
46.199853,-93.490646
43.88582,-91.21725
40.345441,-74.655866
41.079898,-73.480707
33.893354,-117.931038
39.14502,-77.13756
42.332052,-71.207484
42.766575,-71.465576
37.879005,-122.177633
40.11594,-75.37374
40.442831,-75.354501
40.515752,-75.396205
40.283914,-75.196735
48.166667,12.833333
48.25,12.85
48.166667,12.833333
32.080556,34.814167
41.631065,-83.618751
55.1,-105.3
37.751779,-121.953457
55.6,13.0
31.769906,-106.428276
31.769906,-106.428276
40.700446,-74.405937
26.121148,-80.139899
38.855021,-76.939108
41.04546,-74.09988
45.66142,-111.113994
42.948478,-85.359091
36.2403,-80.63742
26.526563,-80.082117
38.855021,-76.939108
39.29778,-76.608993
39.266016,-76.845513
44.056766,-70.719822
40.1868,-75.00966
40.1868,-75.00966
42.535438,-73.70907
40.8771,-73.61142
40.8771,-73.61142
-37.85,145.266667
37.148282,-122.131711
44.41919,-88.104737
33.453421,-112.070376
42.236056,-122.788905
32.980136,-117.082337
40.663916,-73.860508
45.083333,7.383333
45.083333,7.383333
44.983333,7.633333
41.495716,-74.561461
47.25,8.683333
,
31.769906,-106.428276
31.769906,-106.428276
43.088842,-77.599683
41.96576,-83.668534
41.96576,-83.668534
49.25,-123.133333
49.25,-123.133333
25.775355,-80.208792
36.75,137.316667
35.933333,139.55
34.8,135.0
41.3622,-71.796
42.382955,-71.427696
42.452923,-71.146003
42.318527,-71.157052
42.241032,-70.94326
42.024981,-87.899607
60.212778,24.985278
39.735632,-75.547657
41.20716,-73.71732
42.344328,-71.122217
37.879005,-122.177633
34.19292,-118.82262
34.085014,-117.96983
40.780517,-73.478813
43.220645,-77.464013
43.088842,-77.599683
33.893354,-117.931038
33.162901,-117.345744
33.01416,-117.241081
32.866667,35.05
32.866667,35.05
32.866667,35.05
32.866667,35.05
34.683333,135.833333
34.95,133.9
34.683333,135.833333
34.683333,135.833333
42.274234,-83.730952
38.701995,-77.230356
39.002607,-77.093732
51.283333,-0.316667
48.683333,2.133333
,
47.316667,5.0
33.766858,-116.424596
42.439167,-123.327222
42.276871,-71.761225
41.631065,-83.618751
40.357882,-76.432449
28.104449,-82.680302
51.45,5.466667
41.231606,-73.690681
40.26594,-74.69586
33.365635,-117.248377
43.098373,-89.324921
39.86073,-75.704389
29.770633,-95.414819
26.526563,-80.082117
47.5,19.083333
47.5,19.083333
47.5,19.083333
47.5,19.083333
47.5,19.083333
38.687371,-89.983306
41.74104,-70.58892
34.95,133.9
34.683333,135.7
39.7,140.583333
34.733333,135.566667
34.666667,135.583333
33.767496,-118.187712
41.225733,-80.533137
40.816389,-73.6375
33.453421,-112.070376
34.080816,-118.135414
34.080816,-118.135414
51.65,-3.933333
39.022959,-77.19925
37.401284,-122.008179
37.353924,-122.085935
35.161545,-106.579538
37.322857,-122.052958
55.766667,13.016667
55.583333,13.2
35.483333,129.466667
40.36141,-74.077982
40.385487,-74.172575
37.405548,-122.078481
44.921543,-93.482675
47.7,9.266667
42.815656,-73.942324
42.815656,-73.942324
48.15,11.583333
48.116667,11.783333
26.921814,-80.215886
39.954445,-75.074257
39.908406,-75.085817
38.197856,-84.87161
33.767496,-118.187712
45.2547,-93.24048
39.29778,-76.608993
39.74687,-104.99312
30.267104,-97.744615
37.16829,-94.314586
34.166667,135.3
45.983333,8.916667
34.19292,-118.82262
26.457619,-80.13516
40.345441,-74.655866
35.963275,-84.298102
35.8761,-84.1703
39.712606,-105.229868
39.74687,-104.99312
34.117986,-117.768243
33.882928,-117.85569
34.09885,-117.81811
43.087492,-77.432058
44.758806,-74.662758
37.53347,-122.250368
39.684577,-75.735242
33.453421,-112.070376
41.338274,-74.185886
41.263712,-74.36706
43.25,-79.833333
50.65,6.2
50.65,6.2
38.197856,-84.87161
48.9,2.116667
51.333333,6.566667
50.933333,6.95
51.85,7.5
51.333333,6.566667
51.183333,6.516667
37.920642,-122.302362
40.449365,-79.68196
40.567823,-79.97027
48.216667,3.0
48.633333,2.233333
42.332052,-71.207484
42.448372,-71.233754
42.676829,-71.314567
39.591335,-104.876947
42.365885,-71.301028
42.453933,-71.278811
47.649774,-122.398314
47.301949,-122.358826
47.649774,-122.398314
44.840257,-92.894321
42.344328,-71.122217
42.453933,-71.278811
42.453933,-71.278811
39.675696,-104.885137
47.133333,7.3
41.6985,-74.50512
42.943642,-71.521201
40.989799,-73.80007
33.734584,-117.786935
45.083333,7.383333
45.133333,7.366667
45.133333,7.366667
45.133333,7.366667
33.497713,-117.665115
44.416667,8.95
40.955281,-73.737657
41.079898,-73.480707
41.151963,-73.496253
41.027952,-81.938348
33.713991,-117.928354
38.855021,-76.939108
39.002607,-77.093732
39.002607,-77.093732
42.291931,-71.298538
41.526561,-70.667528
39.591335,-104.876947
38.877688,-104.819099
45.433333,-73.75
40.693796,-74.382617
,
40.746197,-74.260788
27.885994,-82.798166
48.866667,2.333333
49.0,1.916667
47.916667,1.9
41.75424,-88.06104
38.855021,-76.939108
34.001758,-118.394799
34.637026,-120.073744
34.239477,-118.588495
29.195511,-81.052236
-37.816667,145.233333
43.55,7.016667
37.865865,-122.496891
33.909357,-81.076717
38.877688,-104.819099
40.54235,-74.356832
40.345441,-74.655866
40.220861,-74.764864
48.866667,2.333333
46.75,13.833333
37.353924,-122.085935
40.619819,-74.375205
38.733326,-90.622121
48.733333,10.766667
48.15,11.583333
48.15,11.583333
47.649774,-122.398314
41.27238,-73.68924
,
